"id,""ad_title"",""date_activ"",""date_modif"",""date_expire"",""individual"",""price"",""flat_area"",""flat_rooms"",""flat_furnished"",""flat_rent"",""flat_deposit"",""flat_for_students"",""building_floor_num"",""flat_balcony"",""flat_utility_room"",""flat_garage"",""flat_basement"",""flat_garden"",""flat_tarrace"",""flat_lift"",""flat_two_level"",""flat_kitchen_sep"",""flat_air_cond"",""flat_nonsmokers"",""flat_washmachine"",""flat_dishwasher"",""flat_fridge"",""flat_cooker"",""flat_oven"",""flat_internet"",""flat_television"",""flat_anti_blinds"",""flat_monitoring"",""flat_closed_area"",""quarter""";;;;
"2508,""Mieszkanie, 49 m², Poznań"",2019-05-30,2019-05-30,2019-06-29,FALSE,1500,49,2,FALSE,0,0,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,""Rataje""";;;;
"7204,""Kawalerka w dobrym stanie,od zaraz/Blisko Ronda"",2019-11-21,2019-11-21,2019-12-21,,1200,,,TRUE,400,2000,TRUE,0,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,";;;;
"14476,""Kawalerka przy Starym Rynku - 1000zł + tylko liczn"",2020-08-12,2020-09-11,2020-10-11,FALSE,1000,-999,,TRUE,0,1000,TRUE,4,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,";;;;
"7785,""Katowicka 79B mieszkanie i garaz II p. 70m2 2 pok"",2019-12-16,2020-05-06,2020-06-05,TRUE,1700,-999,2,TRUE,680,1700,FALSE,5,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,""Nowe Miasto""";;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
